voterid,urbanicity,date_of_birth,gender,married,homeowner,has_children,zipcode,modeled_charitable_giving,household_income,unaffiliated_voter,modeled_activist_score,modeled_turnout_score,discretionary_income_level,nonsaver_level,modeled_partisan_score,survey_respondent,liberal_cause_donation,ntile
3026,Urban,1955,F,1,1,,5401,10,40000,1,58.1,92.2,2,3,97.9,1,81,1
6248,Urban,1949,F,0,1,,4125,9,49000,1,82.3,91.9,7,8,97.9,0,,1
12539,Suburban,1970,M,0,,,5010,,44000,1,73.8,91.6,1,,97.9,0,,1
16679,Urban,1977,F,1,1,,5236,6,59000,1,61.7,91,5,7,97.9,0,,1
12550,Suburban,1953,F,0,1,,5044,7,74000,1,56.1,90.6,4,7,97.9,0,,1
12056,Suburban,1962,,0,,,4077,,,1,78,89.7,,,97.9,0,,1
15325,Suburban,1979,F,1,1,,4647,1,122000,1,18.9,89.7,3,9,97.9,0,,1
5170,Suburban,1931,F,0,1,,5234,9,35000,1,86.9,89.2,9,7,97.9,0,,1
2986,Suburban,1928,M,0,1,,4517,,41000,1,78.9,88.9,11,,97.9,0,,2
19900,Urban,1964,F,1,1,,4134,9,61000,1,64.6,88.2,6,5,97.9,0,,2
16422,Suburban,1953,M,0,1,,4516,9,70000,1,87.7,88.1,5,7,97.9,0,,2
5045,Rural,1956,F,0,1,,4257,9,46000,1,65.5,86.9,6,4,97.9,1,73,2
4500,Suburban,1940,F,1,,,4052,10,18000,1,56.2,86.1,11,2,97.9,1,3,2
9495,Urban,1975,,1,,,4128,,48000,1,66.5,85.2,11,,97.9,0,,2
17318,Urban,1968,M,0,,,3015,,56000,1,32.3,84.6,8,,97.9,0,,2
554,Suburban,1969,F,0,,,4444,10,48000,1,35.5,84.5,6,4,97.9,1,70,2
15723,Rural,1932,F,0,,,5873,,15000,1,76.8,84.5,11,1,97.9,0,,2
13399,Urban,1956,,0,1,,5215,,45000,1,76.1,84.5,8,,97.9,0,,2
11002,Suburban,1977,M,0,1,,4204,,51000,1,40.8,83.7,4,,97.9,0,,2
15776,Urban,1969,F,0,1,,3200,8,52000,1,44.9,82.8,7,6,97.9,0,,2
17816,Suburban,1947,F,0,1,,4050,10,21000,1,24.4,82.4,11,7,97.9,0,,2
489,Suburban,1963,M,1,1,,4137,6,91000,1,78.4,82.2,2,7,97.9,1,33,2
2315,Urban,1960,F,0,1,,3218,3,61000,1,64.7,81.5,6,1,97.9,1,100,2
7121,Urban,1953,F,1,1,,4107,4,70000,1,28.8,81.5,5,5,97.9,0,,2
1225,Suburban,1951,F,0,1,,4092,10,25000,1,43.2,81.3,11,2,97.9,1,23,2
19822,Urban,1968,F,0,0,,4126,,66000,1,61.5,81.1,5,,97.9,0,,2
4927,Suburban,1967,,1,,,4033,10,16000,1,40.5,80.7,6,2,97.9,1,6,2
1648,Suburban,1951,F,0,1,,3611,10,19000,1,76.4,80.3,10,4,97.9,1,12,2
15713,Urban,1973,M,1,,,4121,7,58000,1,68.4,80.2,7,2,97.9,0,,2
6142,Urban,1949,F,0,,,5215,,45000,1,44.7,79,11,,97.9,0,,2
6834,Suburban,1975,F,0,1,,3061,8,45000,1,14.7,78.8,7,4,97.9,0,,2
14590,Urban,1938,,1,1,,3222,4,98000,1,79.6,77.1,5,10,97.9,0,,2
4338,Urban,1927,F,0,1,,3222,10,14000,1,69.7,76.5,11,4,97.9,1,2,2
7769,Rural,1935,F,0,,,4623,,29000,1,60.2,70.7,9,,97.9,0,,2
9587,Suburban,1974,F,0,1,,4515,,59000,1,32.9,70.6,7,,97.9,0,,2
477,Rural,1947,F,1,,,3450,1,120000,1,79.9,97.9,5,8,98,1,33,1
10892,Suburban,1960,F,1,1,,3017,8,79000,1,68.4,97.5,5,8,98,0,,1
10301,Suburban,1942,F,1,1,,4214,10,50000,1,72.9,97.5,7,6,98,0,,1
17974,Urban,1967,F,1,1,,3060,8,52000,1,57.9,96.6,7,2,98,0,,1
846,Suburban,1942,F,,1,,3614,10,13000,1,77.5,96,11,5,98,1,52,1
1139,Urban,1949,M,1,1,1,3606,10,54000,1,56,95.9,4,2,98,1,66,1
8292,Rural,1961,F,0,0,,4004,9,45000,1,60.5,95.7,6,4,98,0,,1
10192,Urban,1961,F,1,1,,4120,1,131000,1,54.1,95.2,1,10,98,0,,1
7704,Urban,1966,F,0,0,,4115,10,20000,1,52.8,92.8,11,3,98,0,,1
4516,Urban,1949,F,1,1,,3222,6,26000,1,53.9,92.8,11,1,98,1,28,1
11434,Urban,1931,F,1,1,1,3611,6,77000,1,81.4,92.8,4,5,98,0,,1
19731,Suburban,1946,F,0,1,,4015,2,141000,1,84.3,91.7,2,8,98,0,,1
1415,Urban,1951,F,0,1,,4121,1,749000,1,77.4,91.4,1,7,98,1,61,1
10799,Urban,1937,M,1,1,,3215,,16000,1,83.6,91,10,1,98,0,,1
3240,Urban,1969,F,0,1,,3222,7,40000,1,69.9,90.7,10,2,98,1,64,1
7742,Urban,1962,F,1,1,,3215,6,85000,1,56.7,90.4,2,9,98,0,,1
6614,Suburban,1936,F,1,1,,4121,8,50000,1,76.9,89.1,7,8,98,0,,1
7148,Rural,1948,F,0,,,4407,8,23000,1,78.9,89,11,4,98,0,,1
4904,Urban,1969,F,0,0,,3214,1,260000,1,38.3,88.1,2,10,98,1,53,1
6051,Suburban,1953,F,0,1,,4052,10,64000,1,24.1,87.8,5,7,98,0,,1
6963,Urban,1951,F,1,1,1,3603,10,45000,1,35,87.5,10,2,98,0,,1
20087,Urban,1962,M,0,,,3213,9,26000,1,57.7,86.9,11,4,98,0,,1
2981,Urban,1970,F,0,1,,None,,84000,1,28.8,86.9,4,,98,0,,1
4277,Suburban,1952,,0,1,,4516,8,77000,1,73.3,86.8,1,6,98,1,62,1
6875,Urban,1957,M,0,1,,3206,8,45000,1,60.9,86.2,10,1,98,0,,1
18392,Urban,1943,F,0,1,,4138,10,18000,1,55.9,86.2,11,4,98,0,,1
14978,Urban,1968,M,0,1,,4231,,36000,1,40.9,86.1,9,,98,0,,1
11604,Urban,1972,,0,1,,3221,7,37000,1,58.5,85.5,9,5,98,0,,2
416,Suburban,1951,F,0,,,4430,,,1,73.1,85.3,,,98,0,,2
19271,Urban,1953,F,1,,,3614,6,56000,1,77.4,84.9,8,4,98,0,,2
11678,Suburban,1951,F,0,1,,4408,,,1,37.6,84.5,,,98,0,,2
745,Urban,1987,F,1,1,,3228,1,154000,1,42.2,84.4,2,6,98,1,71,2
2985,Suburban,1966,F,0,1,,4050,9,54000,1,45,84,8,7,98,1,36,2
6171,Suburban,1967,F,0,,,4480,7,77000,1,52.9,83.7,5,7,98,0,,2
9953,Urban,1954,F,1,0,,4324,5,45000,1,64.8,83.6,7,1,98,0,,2
16469,Urban,1963,F,0,,,4305,9,25000,1,16.4,83.4,10,1,98,0,,2
17697,Urban,1953,M,1,1,1,4147,10,64000,1,50.8,83.4,1,5,98,0,,2
17163,Suburban,1958,F,1,1,,4423,8,66000,1,51.3,83.2,6,7,98,0,,2
11324,Suburban,1942,M,1,1,,4503,6,15000,1,87.9,82.9,10,4,98,0,,2
10566,Suburban,1951,F,0,,,4500,,70000,1,82.4,81.7,6,,98,0,,2
11806,Suburban,1972,,0,1,,4138,6,80000,1,41.9,81.6,4,5,98,0,,2
4525,Urban,1954,M,0,,,3208,9,22000,1,39.7,81.2,9,4,98,1,18,2
4415,Suburban,1942,M,1,1,,5416,5,15000,1,55.3,81.1,11,1,98,1,5,2
20093,Urban,1958,F,0,1,,5401,3,56000,1,71.4,80,8,5,98,0,,2
13122,Suburban,1966,F,0,0,,4427,,,1,62.7,79.2,,,98,0,,2
8296,Suburban,1975,,0,1,,4138,,81000,1,50.4,79,3,,98,0,,2
14699,Suburban,1991,,0,,,None,,,1,76.6,78.9,,,98,0,,2
7694,Suburban,1994,M,1,1,,4329,3,70000,1,63.7,77.1,5,4,98,0,,2
6428,Urban,1982,,0,,,4122,7,54000,1,55.3,77,7,3,98,0,,2
12773,Urban,1955,F,0,,,4109,6,46000,1,45.7,76.5,4,2,98,0,,2
17514,Urban,1946,M,0,1,,3622,7,24000,1,63.8,75.6,9,4,98,0,,2
13550,Urban,1964,M,0,,,4107,4,70000,1,32.5,74.7,5,5,98,0,,2
3623,Urban,1971,,0,,,3218,,,1,78.9,74.2,,,98,0,,2
10361,Urban,1949,,0,,,3609,,,1,65.1,73.7,,,98,0,,2
934,Suburban,1957,F,0,1,,4339,3,88000,1,88.3,97.7,1,10,98.1,1,25,1
7218,Suburban,1969,F,1,1,,3024,2,116000,1,59.8,97.3,2,8,98.1,0,,1
13665,Suburban,1967,F,1,1,1,4035,7,71000,1,76.8,97.2,5,7,98.1,0,,1
12138,Urban,1955,M,1,1,1,4129,1,158000,1,81.5,96.5,1,8,98.1,0,,1
15288,Suburban,1964,F,1,1,,5043,9,49000,1,65.9,96.5,4,2,98.1,0,,1
16584,Suburban,1960,F,1,1,,4149,1,151000,1,80.1,96.4,1,8,98.1,0,,1
2655,Suburban,1958,M,1,1,,3619,10,68000,1,59,96.3,6,5,98.1,1,100,1
6095,Urban,1940,M,1,1,,4122,4,50000,1,86.5,96.2,2,9,98.1,0,,1
1912,Suburban,1946,M,1,,,4310,10,25000,1,53.7,95.9,11,2,98.1,1,98,1
2965,Urban,1961,F,0,1,,3603,9,49000,1,36.4,95.8,2,2,98.1,1,66,1
15271,Urban,1956,F,0,1,1,3613,7,55000,1,87.5,95.2,1,5,98.1,0,,1
7244,Suburban,1970,M,0,1,,4130,,,1,80.7,95.1,,,98.1,0,,1
10999,Suburban,1960,F,0,1,,4061,10,65000,1,56,95.1,1,5,98.1,0,,1
9070,Urban,1951,F,0,1,,3228,8,53000,1,86.7,95,8,8,98.1,0,,1
19574,Rural,1946,F,0,1,,4692,10,13000,1,80.4,94.8,11,4,98.1,0,,1
8712,Urban,1960,M,1,1,1,4131,10,52000,1,79.8,94.7,1,2,98.1,0,,1
14747,Urban,1958,F,0,1,,5412,10,42000,1,73,94.7,10,5,98.1,0,,1
6265,Suburban,1950,F,1,1,,4032,10,28000,1,70.4,94.6,10,4,98.1,0,,1
13552,Urban,1949,F,1,1,,3235,8,27000,1,73.7,93.9,10,3,98.1,0,,1
4465,Suburban,1954,F,1,1,,4400,7,48000,1,86,93.8,2,5,98.1,1,93,1
13596,Urban,1945,F,0,1,,3614,9,29000,1,75,93.5,11,4,98.1,0,,1
8616,Urban,1977,,1,,,3086,,,1,63.7,93,,,98.1,0,,1
10850,Urban,1939,M,1,1,,4122,10,25000,1,76.9,92.5,10,2,98.1,0,,1
19180,Urban,1958,F,1,1,,4105,2,65000,1,67.4,91.5,7,1,98.1,0,,1
1257,Suburban,1941,M,1,1,,4132,10,52000,1,79.7,91.2,7,7,98.1,1,12,1
17267,Suburban,1943,F,0,1,,4444,10,21000,1,60,90.7,11,5,98.1,0,,1
3627,Suburban,1950,M,0,1,,4513,,27000,1,84.9,89.5,10,,98.1,0,,2
17662,Suburban,1930,M,1,1,,4479,10,54000,1,65.9,89.3,4,5,98.1,0,,2
10861,Urban,1938,F,0,0,,3084,8,24000,1,87.9,88.5,9,3,98.1,0,,2
104,Suburban,1979,,1,1,,4440,8,62000,1,29.3,88.2,1,7,98.1,1,63,2
15855,Urban,1963,,1,,,4110,,71000,1,60.9,86.2,4,,98.1,0,,2
7813,Urban,1962,,0,,,5211,6,65000,1,69.7,85.7,6,5,98.1,0,,2
20024,Urban,1960,,0,,,3202,6,64000,1,37.2,85.4,6,5,98.1,0,,2
10523,Suburban,1947,F,1,0,,3122,,69000,1,82.6,84.9,6,,98.1,0,,2
16288,Urban,1952,M,1,1,1,4111,5,77000,1,81.2,84.7,1,9,98.1,0,,2
14842,Suburban,1944,F,1,1,,5015,9,30000,1,55.7,83.7,10,4,98.1,0,,2
6647,Suburban,1971,F,0,1,,3022,2,124000,1,27.2,83.6,6,9,98.1,0,,2
1514,Suburban,1960,F,0,,,4512,10,42000,1,30,83.5,9,2,98.1,1,100,2
667,Urban,1947,F,1,1,,5205,7,49000,1,68.7,82.4,8,7,98.1,1,21,2
11329,Suburban,1949,F,1,1,,4052,10,18000,1,55.1,81.6,11,1,98.1,0,,2
19236,Urban,1965,F,0,,,4121,3,54000,1,56.4,81.5,6,6,98.1,0,,2
15792,Suburban,1984,M,1,,,4516,8,76000,1,29.1,81,5,4,98.1,0,,2
1722,Urban,1960,F,0,,1,3210,3,64000,1,50.2,79,6,3,98.1,1,85,2
1605,Suburban,1943,F,0,,,5156,,54000,1,58.1,78.1,4,,98.1,0,,2
3656,Rural,1925,F,0,,,4613,,15000,1,78.9,77.7,11,,98.1,0,,2
7954,Urban,1939,M,0,1,,3606,,17000,1,29.6,77.3,11,,98.1,0,,2
14242,Rural,1986,F,1,1,,4623,,17000,1,44.2,76.2,11,,98.1,0,,2
13282,Urban,1989,M,0,1,1,3613,6,77000,1,66.1,75.8,3,2,98.1,0,,2
7741,Urban,1989,,0,0,,4325,4,61000,1,60.2,75.3,5,5,98.1,0,,2
3947,Suburban,1969,,0,,,4125,,,1,55.9,73.2,,,98.1,0,,2
18860,Urban,1977,M,0,0,,5403,4,46000,1,39.9,71.7,9,1,98.1,0,,2
11974,Urban,1973,,0,,,3608,,,1,55.2,71.6,,,98.1,0,,2
16152,Rural,1961,F,1,1,1,4002,7,90000,1,57.7,98,4,8,98.2,0,,1
7040,Rural,1951,F,1,1,,5385,6,80000,1,74.4,98,1,6,98.2,0,,1
1745,Urban,1955,F,1,1,1,3085,1,151000,1,70.4,97.8,2,8,98.2,1,51,1
7641,Urban,1949,,1,1,1,3234,7,49000,1,90.7,97.6,2,7,98.2,0,,1
9112,Suburban,1954,F,1,1,,4429,8,77000,1,80.1,97.6,1,7,98.2,0,,1
12924,Suburban,1955,F,1,1,,4121,8,67000,1,78.9,97.4,5,7,98.2,0,,1
3156,Suburban,1966,M,1,1,,4135,4,136000,1,71.9,97.4,1,7,98.2,1,78,1
283,Rural,1964,M,1,1,,5704,5,82000,1,58.9,97.4,4,10,98.2,1,39,1
12191,Urban,1933,M,0,1,,3012,7,76000,1,91.7,96.7,6,9,98.2,0,,1
19156,Suburban,1957,F,0,,,4441,7,73000,1,77.9,96.4,5,8,98.2,0,,1
5105,Suburban,1949,M,1,1,,4512,10,25000,1,88.7,96.3,9,4,98.2,0,,1
11005,Urban,1950,F,1,1,,3237,6,58000,1,82.5,96.2,7,7,98.2,0,,1
17311,Rural,1961,F,1,1,,4833,9,66000,1,67.8,95.9,3,5,98.2,0,,1
2229,Suburban,1960,F,0,,,4094,,94000,1,61.1,95.6,3,,98.2,0,,1
18712,Urban,1956,F,0,1,,3217,,198000,1,83.9,95.6,1,,98.2,0,,1
17136,Urban,1943,M,0,1,,3215,,145000,1,82.7,95.3,4,,98.2,0,,1
10796,Suburban,1962,F,1,1,,4051,10,45000,1,37.5,95.3,5,2,98.2,0,,1
7735,Suburban,1967,F,0,,,5605,6,71000,1,80.2,95.3,5,7,98.2,0,,1
19601,Suburban,1972,,0,,,4075,,51000,1,59.9,95.1,3,,98.2,0,,1
15619,Suburban,1941,F,1,1,,4325,9,39000,1,83.2,94.7,8,5,98.2,0,,1
3355,Suburban,1976,F,0,1,,4261,9,63000,1,79.6,94.6,8,6,98.2,1,49,1
6507,Suburban,1956,F,0,1,,4245,5,92000,1,63.3,93.7,3,9,98.2,0,,1
6034,Urban,1954,M,1,1,,4124,6,76000,1,84.9,92.5,5,3,98.2,0,,1
19864,Suburban,1956,F,0,1,,4067,,76000,1,75.9,92.4,4,,98.2,0,,1
17549,Suburban,1952,F,1,1,,4023,,55000,1,74.7,92.4,7,,98.2,0,,1
17081,Urban,1948,F,0,,,3220,8,54000,1,86.5,92.4,8,6,98.2,0,,1
19998,Urban,1939,F,0,1,,3215,9,16000,1,73.1,92.4,11,2,98.2,0,,1
9747,Urban,1951,M,1,1,,3228,4,107000,1,90.5,91.8,2,8,98.2,0,,1
14963,Urban,1931,F,0,1,,3227,10,13000,1,46.4,91.7,10,4,98.2,0,,1
18745,Suburban,1953,F,0,1,,4038,8,58000,1,70.2,91.1,5,7,98.2,0,,1
3650,Suburban,1965,F,1,1,,4148,6,72000,1,61.6,90.1,5,7,98.2,1,92,1
3477,Suburban,1946,,0,,,4641,,,1,83.8,90,,,98.2,0,,2
7529,Urban,1933,M,0,,,3010,,,1,86.7,89.4,,,98.2,0,,2
17394,Urban,1967,F,1,1,,4105,9,73000,1,51.2,88.7,3,7,98.2,0,,2
16102,Urban,1962,M,0,0,,3211,3,53000,1,63.4,88.1,7,3,98.2,0,,2
11548,Rural,1956,M,1,1,,4906,4,80000,1,38.1,87.3,6,9,98.2,0,,2
19970,Urban,1964,M,0,1,,3203,9,52000,1,63.4,86.8,7,2,98.2,0,,2
8989,Suburban,1976,F,0,1,,4064,10,70000,1,36,85.4,3,7,98.2,0,,2
12974,Suburban,1973,F,0,1,1,4050,10,54000,1,39.8,84.9,5,5,98.2,0,,2
2053,Urban,1954,F,0,1,,4125,6,89000,1,59.1,84.8,4,8,98.2,1,29,2
8990,Urban,1980,M,0,1,,5203,6,48000,1,72,84.3,8,2,98.2,0,,2
4429,Suburban,1970,F,0,0,,4134,6,92000,1,20.8,84,3,7,98.2,1,49,2
12384,Suburban,1967,M,0,1,,4320,6,72000,1,76.9,83.9,5,5,98.2,0,,2
20047,Suburban,1939,F,1,,,4092,8,76000,1,87.2,83.7,3,5,98.2,0,,2
16643,Suburban,1963,F,0,,,4517,,62000,1,35.4,83.6,5,,98.2,0,,2
4948,Suburban,1968,F,0,1,,4307,10,40000,1,16.8,83.1,7,5,98.2,1,57,2
107,Urban,1958,M,0,1,,3216,3,115000,1,77.4,83,2,10,98.2,1,32,2
977,Urban,1953,,0,1,,3225,,,1,69.9,82.2,,,98.2,0,,2
13023,Urban,1960,F,0,,,3614,10,21000,1,49,81.8,11,2,98.2,0,,2
12907,Suburban,1960,F,0,,,5248,,49000,1,72.6,81.7,7,,98.2,0,,2
7015,Urban,1954,F,1,1,,3215,4,58000,1,65.8,80.7,7,4,98.2,0,,2
11389,Urban,1951,M,0,,,4106,6,24000,1,80.7,80.1,11,2,98.2,0,,2
18932,Urban,1954,F,0,1,,4108,10,63000,1,43.2,80.1,6,7,98.2,0,,2
7622,Urban,1958,F,0,,,4302,10,50000,1,17.6,80.1,8,1,98.2,0,,2
9950,Urban,1973,M,0,1,1,4120,7,57000,1,65.4,79.7,3,7,98.2,0,,2
481,Urban,1992,M,0,1,,4103,7,26000,1,89.5,78.2,10,2,98.2,1,86,2
6703,Urban,1974,,0,,,5220,,,1,79.3,77,,,98.2,0,,2
197,Suburban,1972,M,0,1,,4519,7,66000,1,54.8,74.7,7,5,98.2,1,60,2
3160,Suburban,1949,M,0,1,,4038,10,25000,1,47.3,74.2,11,2,98.2,1,16,2
8729,Urban,1947,F,0,1,,3232,6,47000,1,35.2,71.7,11,3,98.2,0,,2
3047,Urban,1953,M,0,,,3607,5,26000,1,78.2,71,11,2,98.2,1,18,2
8882,Urban,1943,F,0,,,4135,,22000,1,69.5,70.6,11,,98.2,0,,2
12228,Suburban,1935,F,1,1,,4088,10,30000,1,87.9,97.8,10,4,98.3,0,,1
17546,Suburban,1945,M,1,1,,5107,8,76000,1,71.3,97.1,5,7,98.3,0,,1
7369,Suburban,1949,F,0,1,,3539,9,41000,1,82.7,96.7,8,4,98.3,0,,1
16901,Urban,1969,F,1,1,,3203,3,84000,1,76.2,96.7,6,8,98.3,0,,1
17588,Suburban,1934,F,1,1,,4510,9,61000,1,60.5,96.3,5,5,98.3,0,,1
13657,Suburban,1956,M,1,1,,4704,9,50000,1,81.8,96.3,9,2,98.3,0,,1
18272,Urban,1957,F,1,1,,3618,7,58000,1,81.1,95.9,5,5,98.3,0,,1
11654,Suburban,1968,F,0,,,5253,,53000,1,88.6,95.2,4,,98.3,0,,1
5890,Suburban,1954,M,0,1,,4489,5,50000,1,70,95.2,11,6,98.3,0,,1
8338,Urban,1946,F,1,1,1,4101,3,77000,1,61,95.2,7,3,98.3,0,,1
17497,Suburban,1935,F,0,,,3617,10,18000,1,79.1,94.8,11,2,98.3,0,,1
3452,Urban,1947,F,1,1,,4124,10,28000,1,59.3,94.4,10,4,98.3,1,14,1
9142,Suburban,1978,F,0,1,,4708,8,52000,1,44.2,94.3,11,1,98.3,0,,1
12077,Urban,1963,M,0,1,,4119,5,69000,1,78.7,94.3,5,5,98.3,0,,1
13887,Suburban,1953,F,1,1,,4485,6,25000,1,70.8,94.2,11,2,98.3,0,,1
12093,Suburban,1956,F,0,1,,4725,,118000,1,85,94.1,5,,98.3,0,,1
18246,Rural,1983,F,0,1,,4007,9,55000,1,64.1,93.4,6,5,98.3,0,,1
2916,Urban,1970,M,1,,,3200,7,74000,1,75.3,93.3,2,8,98.3,1,40,1
9715,Suburban,1958,F,1,1,,4721,9,22000,1,67.5,92.6,11,3,98.3,0,,1
19676,Suburban,1946,M,0,1,,4508,10,41000,1,74.4,92.3,10,4,98.3,0,,1
18010,Suburban,1931,F,0,1,,5803,10,13000,1,89.4,91.6,11,4,98.3,0,,1
16454,Urban,1947,F,0,,,4124,8,28000,1,83.8,90.5,10,7,98.3,0,,1
10331,Urban,1928,F,1,1,,3213,10,15000,1,73.7,89.5,11,2,98.3,0,,1
3320,Suburban,1958,M,0,,,5044,,67000,1,79.6,89,7,,98.3,0,,1
18321,Suburban,1942,F,0,1,,4706,6,62000,1,65.3,88.7,5,5,98.3,0,,1
7500,Suburban,1982,F,0,1,,3115,9,56000,1,31.3,88.1,7,8,98.3,0,,1
2805,Rural,1958,F,0,1,1,3404,5,87000,1,47.6,87.9,3,9,98.3,1,44,1
16612,Suburban,1955,M,0,1,,4018,10,21000,1,81.4,87.8,11,4,98.3,0,,1
10558,Urban,1979,,1,,,4127,,,1,63.7,87.4,,,98.3,0,,2
10029,Urban,1951,M,1,1,,5417,4,23000,1,67.9,87.3,9,1,98.3,0,,2
17857,Suburban,1957,F,0,,,4222,,57000,1,50.3,87.1,8,,98.3,0,,2
3967,Rural,1927,M,1,1,,4078,,15000,1,80.8,86,11,1,98.3,1,2,2
1388,Urban,1966,F,1,,,4125,3,77000,1,74.6,85.3,4,7,98.3,1,20,2
6085,Suburban,1954,F,1,1,,5412,,17000,1,78.4,84.9,11,1,98.3,0,,2
2146,Suburban,1959,,0,,,5241,6,92000,1,45,84.8,4,9,98.3,1,28,2
17486,Suburban,1967,F,0,,,4225,7,80000,1,15.3,84.3,5,10,98.3,0,,2
15396,Suburban,1942,F,1,1,,4516,9,27000,1,57.3,83.7,10,2,98.3,0,,2
13408,Urban,1951,F,0,1,,4140,10,13000,1,47.1,83,11,2,98.3,0,,2
18783,Urban,1974,F,0,,,4127,,16000,1,74.5,82.7,11,,98.3,0,,2
12139,Rural,1959,M,0,1,,4073,3,94000,1,55,82.4,3,9,98.3,0,,2
14575,Suburban,1949,F,0,0,,4129,10,18000,1,81.6,80.8,11,4,98.3,0,,2
17891,Suburban,1959,F,0,,,4481,7,63000,1,36.3,80.7,7,5,98.3,0,,2
13339,Suburban,1985,,0,1,,5243,2,91000,1,45.7,80.6,8,6,98.3,0,,2
18862,Urban,1947,F,0,1,,3212,10,11000,1,45.8,79.3,11,2,98.3,0,,2
12153,Urban,1950,,0,,,4126,,,1,84,79.1,,,98.3,0,,2
2377,Suburban,1932,,0,,,4287,,,1,77.8,79,,,98.3,0,,2
3122,Suburban,1962,F,0,0,,3126,9,19000,1,68.7,78.9,6,5,98.3,1,51,2
16461,Suburban,1952,M,1,1,,4071,9,54000,1,62.7,78.5,2,7,98.3,0,,2
662,Urban,1978,F,0,,,3608,,17000,1,52.9,78,11,,98.3,0,,2
2394,Suburban,1990,F,1,1,,4426,8,57000,1,88.6,77.8,5,6,98.3,1,100,2
16472,Urban,1958,M,0,,,3203,,49000,1,72,76.2,8,,98.3,0,,2
15826,Suburban,1974,M,0,,,4142,7,48000,1,62,74,5,4,98.3,0,,2
12120,Urban,1990,F,0,1,,4128,5,45000,1,48.8,72.9,9,1,98.3,0,,2
11193,Urban,1988,M,1,1,1,4304,5,51000,1,34.5,70.9,1,1,98.3,0,,2
9501,Urban,1968,F,1,,,4105,9,61000,1,52,70.8,4,3,98.3,0,,2
2831,Rural,1968,F,1,1,,3403,4,102000,1,65.9,98.6,6,9,98.4,1,33,1
19960,Urban,1945,F,1,1,,5236,6,26000,1,90.9,97.3,10,4,98.4,0,,1
8560,Suburban,1945,F,1,1,,4482,10,12000,1,75.4,97.3,11,1,98.4,0,,1
15928,Urban,1973,F,0,1,,3205,8,64000,1,59.2,96.8,4,7,98.4,0,,1
7407,Suburban,1956,F,0,,,4875,7,77000,1,70.9,96.4,4,7,98.4,0,,1
1901,Urban,1961,F,0,1,1,4137,9,69000,1,85.7,96.3,11,5,98.4,1,84,1
3592,Suburban,1947,,0,,,None,,,1,79.1,96,,,98.4,0,,1
9343,Urban,1963,F,1,0,,4138,7,69000,1,30.3,95.9,5,5,98.4,0,,1
14716,Urban,1954,F,1,1,1,4124,6,95000,1,58.3,95.8,1,6,98.4,0,,1
14099,Urban,1951,F,0,1,,3614,10,16000,1,65.5,95.6,10,4,98.4,0,,1
4286,Urban,1954,F,1,1,1,4312,9,24000,1,81.1,95.6,8,1,98.4,1,100,1
6425,Suburban,1940,,1,0,,4088,8,49000,1,64.3,95.4,8,8,98.4,0,,1
7697,Urban,1940,F,0,1,,4301,10,17000,1,76,95.3,11,4,98.4,0,,1
7703,Suburban,1955,F,0,1,,4055,10,40000,1,71.6,95.2,10,5,98.4,0,,1
17363,Suburban,1938,M,1,0,,4640,,25000,1,81.4,95,10,,98.4,0,,1
9810,Suburban,1947,F,1,,,4478,9,27000,1,72.2,94.7,10,1,98.4,0,,1
7095,Suburban,1939,F,0,1,,4141,9,51000,1,85.8,94.6,7,8,98.4,0,,1
7353,Suburban,1949,M,1,1,,5327,6,64000,1,89.2,94.5,7,10,98.4,0,,1
10649,Urban,1959,M,0,1,,3203,5,86000,1,78.9,94.3,3,9,98.4,0,,1
6158,Suburban,1954,M,1,1,,4710,6,46000,1,77.1,93.8,2,2,98.4,0,,1
1806,Urban,1955,M,0,,,4128,,46000,1,74.7,93.8,6,,98.4,0,,1
1010,Urban,1972,F,0,1,,3613,9,48000,1,51.8,92.7,4,4,98.4,1,60,1
8346,Urban,1940,F,0,1,,5424,10,18000,1,81,92.2,11,3,98.4,0,,1
20055,Suburban,1940,M,0,1,,3086,4,102000,1,90.5,92.1,5,8,98.4,0,,1
13834,Suburban,1953,F,0,1,,4722,6,72000,1,75.3,92,1,8,98.4,0,,1
19204,Urban,1959,F,1,1,1,4126,7,72000,1,74.5,91.9,3,7,98.4,0,,1
17602,Suburban,1956,F,0,1,,4402,9,57000,1,77.2,91.7,5,7,98.4,0,,1
4880,Urban,1959,M,1,1,,4110,10,30000,1,64.9,91.6,7,2,98.4,1,37,1
12485,Urban,1933,F,0,1,,4133,10,16000,1,49.9,91.5,11,4,98.4,0,,1
11046,Urban,1952,F,1,1,,3233,4,74000,1,72.2,90.9,4,7,98.4,0,,1
18656,Urban,1933,M,1,1,,4149,,15000,1,85.4,89.7,11,1,98.4,0,,1
15842,Suburban,1964,M,1,1,,4054,9,64000,1,41.7,89.6,6,2,98.4,0,,2
13857,Urban,1933,M,1,1,,3211,7,54000,1,72.9,89.4,8,7,98.4,0,,2
18013,Urban,1974,M,0,1,,5401,4,47000,1,63.9,88.9,7,1,98.4,0,,2
12049,Suburban,1966,M,1,1,,4500,3,48000,1,39.4,88.7,8,1,98.4,0,,2
8211,Suburban,1953,M,0,1,,4031,10,51000,1,75.1,88,6,4,98.4,0,,2
8003,Suburban,1960,F,0,1,,3028,9,67000,1,37.1,85.9,4,5,98.4,0,,2
